Year,seaLevel
22218,60.612
22219,60.615
22220,60.618
22221,60.621
22222,60.624
22223,60.627
22224,60.63
22225,60.633
22226,60.636
22227,60.639
22228,60.642
22229,60.645
22230,60.648
22231,60.651
22232,60.654
22233,60.657
22234,60.66
22235,60.663
22236,60.666
22237,60.669
22238,60.672
22239,60.675
22240,60.678
22241,60.681
22242,60.684
22243,60.687
22244,60.69
22245,60.693
22246,60.696
22247,60.699
22248,60.702
22249,60.705
22250,60.708
22251,60.711
22252,60.714
22253,60.717
22254,60.72
22255,60.723
22256,60.726
22257,60.729
22258,60.732
22259,60.735
22260,60.738
22261,60.741
22262,60.744
22263,60.747
22264,60.75
22265,60.753
22266,60.756
22267,60.759
22268,60.762
22269,60.765
22270,60.768
22271,60.771
22272,60.774
22273,60.777
22274,60.78
22275,60.783
22276,60.786
22277,60.789
22278,60.792
22279,60.795
22280,60.798
22281,60.801
22282,60.804
22283,60.807
22284,60.81
22285,60.813
22286,60.816
22287,60.819
22288,60.822
22289,60.825
22290,60.828
22291,60.831
22292,60.834
22293,60.837
22294,60.84
22295,60.843
22296,60.846
22297,60.849
22298,60.852
22299,60.855
22300,60.858
22301,60.861
22302,60.864
22303,60.867
22304,60.87
22305,60.873
22306,60.876
22307,60.879
22308,60.882
22309,60.885
22310,60.888
22311,60.891
22312,60.894
22313,60.897
22314,60.9
22315,60.903
22316,60.906
22317,60.909
22318,60.912
22319,60.915
22320,60.918
22321,60.921
22322,60.924
22323,60.927
22324,60.93
22325,60.933
22326,60.936
22327,60.939
22328,60.942
22329,60.945
22330,60.948
22331,60.951
22332,60.954
22333,60.957
22334,60.96
22335,60.963
22336,60.966
22337,60.969
22338,60.972
22339,60.975
22340,60.978
22341,60.981
22342,60.984
22343,60.987
22344,60.99
22345,60.993
22346,60.996
22347,60.999
22348,61.002
22349,61.005
22350,61.008
22351,61.011
22352,61.014
22353,61.017
22354,61.02
22355,61.023
22356,61.026
22357,61.029
22358,61.032
22359,61.035
22360,61.038
22361,61.041
22362,61.044
22363,61.047
22364,61.05
22365,61.053
22366,61.056
22367,61.059
22368,61.062
22369,61.065
22370,61.068
22371,61.071
22372,61.074
22373,61.077
22374,61.08
22375,61.083
22376,61.086
22377,61.089
22378,61.092
22379,61.095
22380,61.098
22381,61.101
22382,61.104
22383,61.107
22384,61.11
22385,61.113
22386,61.116
22387,61.119
22388,61.122
22389,61.125
22390,61.128
22391,61.131
22392,61.134
22393,61.137
22394,61.14
22395,61.143
22396,61.146
22397,61.149
22398,61.152
22399,61.155
22400,61.158
22401,61.161
22402,61.164
22403,61.167
22404,61.17
22405,61.173
22406,61.176
22407,61.179
22408,61.182
22409,61.185
22410,61.188
22411,61.191
22412,61.194
22413,61.197
22414,61.2
22415,61.203
22416,61.206
22417,61.209
22418,61.212
22419,61.215
22420,61.218
22421,61.221
22422,61.224
22423,61.227
22424,61.23
22425,61.233
22426,61.236
22427,61.239
22428,61.242
22429,61.245
22430,61.248
22431,61.251
22432,61.254
22433,61.257
22434,61.26
22435,61.263
22436,61.266
22437,61.269
22438,61.272
22439,61.275
22440,61.278
22441,61.281
22442,61.284
22443,61.287
22444,61.29
22445,61.293
22446,61.296
22447,61.299
22448,61.302
22449,61.305
22450,61.308
22451,61.311
22452,61.314
22453,61.317
22454,61.32
22455,61.323
22456,61.326
22457,61.329
22458,61.332
22459,61.335
22460,61.338
22461,61.341
22462,61.344
22463,61.347
22464,61.35
22465,61.353
22466,61.356
22467,61.359
22468,61.362
22469,61.365
22470,61.368
22471,61.371
22472,61.374
22473,61.377
22474,61.38
22475,61.383
22476,61.386
22477,61.389
22478,61.392
22479,61.395
22480,61.398
22481,61.401
22482,61.404
22483,61.407
22484,61.41
22485,61.413
22486,61.416
22487,61.419
22488,61.422
22489,61.425
22490,61.428
22491,61.431
22492,61.434
22493,61.437
22494,61.44
22495,61.443
22496,61.446
22497,61.449
22498,61.452
22499,61.455
22500,61.458
22501,61.461
22502,61.464
22503,61.467
22504,61.47
22505,61.473
22506,61.476
22507,61.479
22508,61.482
22509,61.485
22510,61.488
22511,61.491
22512,61.494
22513,61.497
22514,61.5
22515,61.503
22516,61.506
22517,61.509
22518,61.512
22519,61.515
22520,61.518
22521,61.521
22522,61.524
22523,61.527
22524,61.53
22525,61.533
22526,61.536
22527,61.539
22528,61.542
22529,61.545
22530,61.548
22531,61.551
22532,61.554
22533,61.557
22534,61.56
22535,61.563
22536,61.566
22537,61.569
22538,61.572
22539,61.575
22540,61.578
22541,61.581
22542,61.584
22543,61.587
22544,61.59
22545,61.593
22546,61.596
22547,61.599
22548,61.602
22549,61.605
22550,61.608
22551,61.611
22552,61.614
22553,61.617
22554,61.62
22555,61.623
22556,61.626
22557,61.629
22558,61.632
22559,61.635
22560,61.638
22561,61.641
22562,61.644
22563,61.647
22564,61.65
22565,61.653
22566,61.656
22567,61.659
22568,61.662
22569,61.665
22570,61.668
22571,61.671
22572,61.674
22573,61.677
22574,61.68
22575,61.683
22576,61.686
22577,61.689
22578,61.692
22579,61.695
22580,61.698
22581,61.701
22582,61.704
22583,61.707
22584,61.71
22585,61.713
22586,61.716
22587,61.719
22588,61.722
22589,61.725
22590,61.728
22591,61.731
22592,61.734
22593,61.737
22594,61.74
22595,61.743
22596,61.746
22597,61.749
22598,61.752
22599,61.755
22600,61.758
22601,61.761
22602,61.764
22603,61.767
22604,61.77
22605,61.773
22606,61.776
22607,61.779
22608,61.782
22609,61.785
22610,61.788
22611,61.791
22612,61.794
22613,61.797
22614,61.8
22615,61.803
22616,61.806
22617,61.809
22618,61.812
22619,61.815
22620,61.818
22621,61.821
22622,61.824
22623,61.827
22624,61.83
22625,61.833
22626,61.836
22627,61.839
22628,61.842
22629,61.845
22630,61.848
22631,61.851
22632,61.854
22633,61.857
22634,61.86
22635,61.863
22636,61.866
22637,61.869
22638,61.872
22639,61.875
22640,61.878
22641,61.881
22642,61.884
22643,61.887
22644,61.89
22645,61.893
22646,61.896
22647,61.899
22648,61.902
22649,61.905
22650,61.908
22651,61.911
22652,61.914
22653,61.917
22654,61.92
22655,61.923
22656,61.926
22657,61.929
22658,61.932
22659,61.935
22660,61.938
22661,61.941
22662,61.944
22663,61.947
22664,61.95
22665,61.953
22666,61.956
22667,61.959
22668,61.962
22669,61.965
22670,61.968
22671,61.971
22672,61.974
22673,61.977
22674,61.98
22675,61.983
22676,61.986
22677,61.989
22678,61.992
22679,61.995
22680,61.998
22681,62.001
22682,62.004
22683,62.007
22684,62.01
22685,62.013
22686,62.016
22687,62.019
22688,62.022
22689,62.025
22690,62.028
22691,62.031
22692,62.034
22693,62.037
22694,62.04
22695,62.043
22696,62.046
22697,62.049
22698,62.052
22699,62.055
22700,62.058
22701,62.061
22702,62.064
22703,62.067
22704,62.07
22705,62.073
22706,62.076
22707,62.079
22708,62.082
22709,62.085
22710,62.088
22711,62.091
22712,62.094
22713,62.097
22714,62.1
22715,62.103
22716,62.106
22717,62.109
22718,62.112
22719,62.115
22720,62.118
22721,62.121
22722,62.124
22723,62.127
22724,62.13
22725,62.133
22726,62.136
22727,62.139
22728,62.142
22729,62.145
22730,62.148
22731,62.151
22732,62.154
22733,62.157
22734,62.16
22735,62.163
22736,62.166
22737,62.169
22738,62.172
22739,62.175
22740,62.178
22741,62.181
22742,62.184
22743,62.187
22744,62.19
22745,62.193
22746,62.196
22747,62.199
22748,62.202
22749,62.205
22750,62.208
22751,62.211
22752,62.214
22753,62.217
22754,62.22
22755,62.223
22756,62.226
22757,62.229
22758,62.232
22759,62.235
22760,62.238
22761,62.241
22762,62.244
22763,62.247
22764,62.25
22765,62.253
22766,62.256
22767,62.259
22768,62.262
22769,62.265
22770,62.268
22771,62.271
22772,62.274
22773,62.277
22774,62.28
22775,62.283
22776,62.286
22777,62.289
22778,62.292
22779,62.295
22780,62.298
22781,62.301
22782,62.304
22783,62.307
22784,62.31
22785,62.313
22786,62.316
22787,62.319
22788,62.322
22789,62.325
22790,62.328
22791,62.331
22792,62.334
22793,62.337
22794,62.34
22795,62.343
22796,62.346
22797,62.349
22798,62.352
22799,62.355
22800,62.358
22801,62.361
22802,62.364
22803,62.367
22804,62.37
22805,62.373
22806,62.376
22807,62.379
22808,62.382
22809,62.385
22810,62.388
22811,62.391
22812,62.394
22813,62.397
22814,62.4
22815,62.403
22816,62.406
22817,62.409
22818,62.412
22819,62.415
22820,62.418
22821,62.421
22822,62.424
22823,62.427
22824,62.43
22825,62.433
22826,62.436
22827,62.439
22828,62.442
22829,62.445
22830,62.448
22831,62.451
22832,62.454
22833,62.457
22834,62.46
22835,62.463
22836,62.466
22837,62.469
22838,62.472
22839,62.475
22840,62.478
22841,62.481
22842,62.484
22843,62.487
22844,62.49
22845,62.493
22846,62.496
22847,62.499
22848,62.502
22849,62.505
22850,62.508
22851,62.511
22852,62.514
22853,62.517
22854,62.52
22855,62.523
22856,62.526
22857,62.529
22858,62.532
22859,62.535
22860,62.538
22861,62.541
22862,62.544
22863,62.547
22864,62.55
22865,62.553
22866,62.556
22867,62.559
22868,62.562
22869,62.565
22870,62.568
22871,62.571
22872,62.574
22873,62.577
22874,62.58
22875,62.583
22876,62.586
22877,62.589
22878,62.592
22879,62.595
22880,62.598
22881,62.601
22882,62.604
22883,62.607
22884,62.61
22885,62.613
22886,62.616
22887,62.619
22888,62.622
22889,62.625
22890,62.628
22891,62.631
22892,62.634
22893,62.637
22894,62.64
22895,62.643
22896,62.646
22897,62.649
22898,62.652
22899,62.655
22900,62.658
22901,62.661
22902,62.664
22903,62.667
22904,62.67
22905,62.673
22906,62.676
22907,62.679
22908,62.682
22909,62.685
22910,62.688
22911,62.691
22912,62.694
22913,62.697
22914,62.7
22915,62.703
22916,62.706
22917,62.709
22918,62.712
22919,62.715
22920,62.718
22921,62.721
22922,62.724
22923,62.727
22924,62.73
22925,62.733
22926,62.736
22927,62.739
22928,62.742
22929,62.745
22930,62.748
22931,62.751
22932,62.754
22933,62.757
22934,62.76
22935,62.763
22936,62.766
22937,62.769
22938,62.772
22939,62.775
22940,62.778
22941,62.781
22942,62.784
22943,62.787
22944,62.79
22945,62.793
22946,62.796
22947,62.799
22948,62.802
22949,62.805
22950,62.808
22951,62.811
22952,62.814
22953,62.817
22954,62.82
22955,62.823
22956,62.826
22957,62.829
22958,62.832
22959,62.835
22960,62.838
22961,62.841
22962,62.844
22963,62.847
22964,62.85
22965,62.853
22966,62.856
22967,62.859
22968,62.862
22969,62.865
22970,62.868
22971,62.871
22972,62.874
22973,62.877
22974,62.88
22975,62.883
22976,62.886
22977,62.889
22978,62.892
22979,62.895
22980,62.898
22981,62.901
22982,62.904
22983,62.907
22984,62.91
22985,62.913
22986,62.916
22987,62.919
22988,62.922
22989,62.925
22990,62.928
22991,62.931
22992,62.934
22993,62.937
22994,62.94
22995,62.943
22996,62.946
22997,62.949
22998,62.952
22999,62.955
23000,62.958
23001,62.961
23002,62.964
23003,62.967
23004,62.97
23005,62.973
23006,62.976
23007,62.979
23008,62.982
23009,62.985
23010,62.988
23011,62.991
23012,62.994
23013,62.997
23014,63
23015,63.003
23016,63.006
23017,63.009
23018,63.012
23019,63.015
23020,63.018
23021,63.021
23022,63.024
23023,63.027
23024,63.03
23025,63.033
23026,63.036
23027,63.039
23028,63.042
23029,63.045
23030,63.048
23031,63.051
23032,63.054
23033,63.057
23034,63.06
23035,63.063
23036,63.066
23037,63.069
23038,63.072
23039,63.075
23040,63.078
23041,63.081
23042,63.084
23043,63.087
23044,63.09
23045,63.093
23046,63.096
23047,63.099
23048,63.102
23049,63.105
23050,63.108
23051,63.111
23052,63.114
23053,63.117
23054,63.12
23055,63.123
23056,63.126
23057,63.129
23058,63.132
23059,63.135
23060,63.138
23061,63.141
23062,63.144
23063,63.147
23064,63.15
23065,63.153
23066,63.156
23067,63.159
23068,63.162
23069,63.165
23070,63.168
23071,63.171
23072,63.174
23073,63.177
23074,63.18
23075,63.183
23076,63.186
23077,63.189
23078,63.192
23079,63.195
23080,63.198
23081,63.201
23082,63.204
23083,63.207
23084,63.21
23085,63.213
23086,63.216
23087,63.219
23088,63.222
23089,63.225
23090,63.228
23091,63.231
23092,63.234
23093,63.237
23094,63.24
23095,63.243
23096,63.246
23097,63.249
23098,63.252
23099,63.255
23100,63.258
23101,63.261
23102,63.264
23103,63.267
23104,63.27
23105,63.273
23106,63.276
23107,63.279
23108,63.282
23109,63.285
23110,63.288
23111,63.291
23112,63.294
23113,63.297
23114,63.3
23115,63.303
23116,63.306
23117,63.309
23118,63.312
23119,63.315
23120,63.318
23121,63.321
23122,63.324
23123,63.327
23124,63.33
23125,63.333
23126,63.336
23127,63.339
23128,63.342
23129,63.345
23130,63.348
23131,63.351
23132,63.354
23133,63.357
23134,63.36
23135,63.363
23136,63.366
23137,63.369
23138,63.372
23139,63.375
23140,63.378
23141,63.381
23142,63.384
23143,63.387
23144,63.39
23145,63.393
23146,63.396
23147,63.399
23148,63.402
23149,63.405
23150,63.408
23151,63.411
23152,63.414
23153,63.417
23154,63.42
23155,63.423
23156,63.426
23157,63.429
23158,63.432
23159,63.435
23160,63.438
23161,63.441
23162,63.444
23163,63.447
23164,63.45
23165,63.453
23166,63.456
23167,63.459
23168,63.462
23169,63.465
23170,63.468
23171,63.471
23172,63.474
23173,63.477
23174,63.48
23175,63.483
23176,63.486
23177,63.489
23178,63.492
23179,63.495
23180,63.498
23181,63.501
23182,63.504
23183,63.507
23184,63.51
23185,63.513
23186,63.516
23187,63.519
23188,63.522
23189,63.525
23190,63.528
23191,63.531
23192,63.534
23193,63.537
23194,63.54
23195,63.543
23196,63.546
23197,63.549
23198,63.552
23199,63.555
23200,63.558
23201,63.561
23202,63.564
23203,63.567
23204,63.57
23205,63.573
23206,63.576
23207,63.579
23208,63.582
23209,63.585
23210,63.588
23211,63.591
23212,63.594
23213,63.597
23214,63.6
23215,63.603
23216,63.606
23217,63.609
23218,63.612
23219,63.615
23220,63.618
23221,63.621
23222,63.624
23223,63.627
23224,63.63
23225,63.633
23226,63.636
23227,63.639
23228,63.642
23229,63.645
23230,63.648
23231,63.651
23232,63.654
23233,63.657
23234,63.66
23235,63.663
23236,63.666
23237,63.669
23238,63.672
23239,63.675
23240,63.678
23241,63.681
23242,63.684
23243,63.687
23244,63.69
23245,63.693
23246,63.696
23247,63.699
23248,63.702
23249,63.705
23250,63.708
23251,63.711
23252,63.714
23253,63.717
23254,63.72
23255,63.723
23256,63.726
23257,63.729
23258,63.732
23259,63.735
23260,63.738
23261,63.741
23262,63.744
23263,63.747
23264,63.75
23265,63.753
23266,63.756
23267,63.759
23268,63.762
23269,63.765
23270,63.768
23271,63.771
23272,63.774
23273,63.777
23274,63.78
23275,63.783
23276,63.786
23277,63.789
23278,63.792
23279,63.795
23280,63.798
23281,63.801
23282,63.804
23283,63.807
23284,63.81
23285,63.813
23286,63.816
23287,63.819
23288,63.822
23289,63.825
23290,63.828
23291,63.831
23292,63.834
23293,63.837
23294,63.84
23295,63.843
23296,63.846
23297,63.849
23298,63.852
23299,63.855
23300,63.858
23301,63.861
23302,63.864
23303,63.867
23304,63.87
23305,63.873
23306,63.876
23307,63.879
23308,63.882
23309,63.885
23310,63.888
23311,63.891
23312,63.894
23313,63.897
23314,63.9
23315,63.903
23316,63.906
23317,63.909
23318,63.912
23319,63.915
23320,63.918
23321,63.921
23322,63.924
23323,63.927
23324,63.93
23325,63.933
23326,63.936
23327,63.939
23328,63.942
23329,63.945
23330,63.948
23331,63.951
23332,63.954
23333,63.957
23334,63.96
23335,63.963
23336,63.966
23337,63.969
23338,63.972
23339,63.975
23340,63.978
23341,63.981
23342,63.984
23343,63.987
23344,63.99
23345,63.993
23346,63.996
23347,63.999
23348,64.002
23349,64.005
23350,64.008
23351,64.011
23352,64.014
23353,64.017
23354,64.02
23355,64.023
23356,64.026
23357,64.029
23358,64.032
23359,64.035
23360,64.038
23361,64.041
23362,64.044
23363,64.047
23364,64.05
23365,64.053
23366,64.056
23367,64.059
23368,64.062
23369,64.065
23370,64.068
23371,64.071
23372,64.074
23373,64.077
23374,64.08
23375,64.083
23376,64.086
23377,64.089
23378,64.092
23379,64.095
23380,64.098
23381,64.101
23382,64.104
23383,64.107
23384,64.11
23385,64.113
23386,64.116
23387,64.119
23388,64.122
23389,64.125
23390,64.128
23391,64.131
23392,64.134
23393,64.137
23394,64.14
23395,64.143
23396,64.146
23397,64.149
23398,64.152
23399,64.155
23400,64.158
23401,64.161
23402,64.164
23403,64.167
23404,64.17
23405,64.173
23406,64.176
23407,64.179
23408,64.182
23409,64.185
23410,64.188
23411,64.191
23412,64.194
23413,64.197
23414,64.2
23415,64.203
23416,64.206
23417,64.209
23418,64.212
23419,64.215
23420,64.218
23421,64.221
23422,64.224
23423,64.227
23424,64.23
23425,64.233
23426,64.236
23427,64.239
23428,64.242
23429,64.245
23430,64.248
23431,64.251
23432,64.254
23433,64.257
23434,64.26
23435,64.263
23436,64.266
23437,64.269
23438,64.272
23439,64.275
23440,64.278
23441,64.281
23442,64.284
23443,64.287
23444,64.29
23445,64.293
23446,64.296
23447,64.299
23448,64.302
23449,64.305
23450,64.308
23451,64.311
23452,64.314
23453,64.317
23454,64.32
23455,64.323
23456,64.326
23457,64.329
23458,64.332
23459,64.335
23460,64.338
23461,64.341
23462,64.344
23463,64.347
23464,64.35
23465,64.353
23466,64.356
23467,64.359
23468,64.362
23469,64.365
23470,64.368
23471,64.371
23472,64.374
23473,64.377
23474,64.38
23475,64.383
23476,64.386
23477,64.389
23478,64.392
23479,64.395
23480,64.398
23481,64.401
23482,64.404
23483,64.407
23484,64.41
23485,64.413
23486,64.416
23487,64.419
23488,64.422
23489,64.425
23490,64.428
23491,64.431
23492,64.434
23493,64.437
23494,64.44
23495,64.443
23496,64.446
23497,64.449
23498,64.452
23499,64.455
23500,64.458
23501,64.461
23502,64.464
23503,64.467
23504,64.47
23505,64.473
23506,64.476
23507,64.479
23508,64.482
23509,64.485
23510,64.488
23511,64.491
23512,64.494
23513,64.497
23514,64.5
23515,64.503
23516,64.506
23517,64.509
23518,64.512
23519,64.515
23520,64.518
23521,64.521
23522,64.524
23523,64.527
23524,64.53
23525,64.533
23526,64.536
23527,64.539
23528,64.542
23529,64.545
23530,64.548
23531,64.551
23532,64.554
23533,64.557
23534,64.56
23535,64.563
23536,64.566
23537,64.569
23538,64.572
23539,64.575
23540,64.578
23541,64.581
23542,64.584
23543,64.587
23544,64.59
23545,64.593
23546,64.596
23547,64.599
23548,64.602
23549,64.605
23550,64.608
23551,64.611
23552,64.614
23553,64.617
23554,64.62
23555,64.623
23556,64.626
23557,64.629
23558,64.632
23559,64.635
23560,64.638
23561,64.641
23562,64.644
23563,64.647
23564,64.65
23565,64.653
23566,64.656
23567,64.659
23568,64.662
23569,64.665
23570,64.668
23571,64.671
23572,64.674
23573,64.677
23574,64.68
23575,64.683
23576,64.686
23577,64.689
23578,64.692
23579,64.695
23580,64.698
23581,64.701
23582,64.704
23583,64.707
23584,64.71
23585,64.713
23586,64.716
23587,64.719
23588,64.722
23589,64.725
23590,64.728
23591,64.731
23592,64.734
23593,64.737
23594,64.74
23595,64.743
23596,64.746
23597,64.749
23598,64.752
23599,64.755
23600,64.758
23601,64.761
23602,64.764
23603,64.767
23604,64.77
23605,64.773
23606,64.776
23607,64.779
23608,64.782
23609,64.785
23610,64.788
23611,64.791
23612,64.794
23613,64.797
23614,64.8
23615,64.803
23616,64.806
23617,64.809
23618,64.812
23619,64.815
23620,64.818
23621,64.821
23622,64.824
23623,64.827
23624,64.83
23625,64.833
23626,64.836
23627,64.839
23628,64.842
23629,64.845
23630,64.848
23631,64.851
23632,64.854
23633,64.857
23634,64.86
23635,64.863
23636,64.866
23637,64.869
23638,64.872
23639,64.875
23640,64.878
23641,64.881
23642,64.884
23643,64.887
23644,64.89
23645,64.893
23646,64.896
23647,64.899
23648,64.902
23649,64.905
23650,64.908
23651,64.911
23652,64.914
23653,64.917
23654,64.92
23655,64.923
23656,64.926
23657,64.929
23658,64.932
23659,64.935
23660,64.938
23661,64.941
23662,64.944
23663,64.947
23664,64.95
23665,64.953
23666,64.956
23667,64.959
23668,64.962
23669,64.965
23670,64.968
23671,64.971
23672,64.974
23673,64.977
23674,64.98
23675,64.983
23676,64.986
23677,64.989
23678,64.992
23679,64.995
23680,64.998
23681,65.001
23682,65.004
23683,65.007
23684,65.01
23685,65.013
23686,65.016
23687,65.019
23688,65.022
23689,65.025
23690,65.028
23691,65.031
23692,65.034
23693,65.037
23694,65.04
23695,65.043
23696,65.046
23697,65.049
23698,65.052
23699,65.055
23700,65.058
23701,65.061
23702,65.064
23703,65.067
23704,65.07
23705,65.073
23706,65.076
23707,65.079
23708,65.082
23709,65.085
23710,65.088
23711,65.091
23712,65.094
23713,65.097
23714,65.1
23715,65.103
23716,65.106
23717,65.109
23718,65.112
23719,65.115
23720,65.118
23721,65.121
23722,65.124
23723,65.127
23724,65.13
23725,65.133
23726,65.136
23727,65.139
23728,65.142
23729,65.145
23730,65.148
23731,65.151
23732,65.154
23733,65.157
23734,65.16
23735,65.163
23736,65.166
23737,65.169
23738,65.172
23739,65.175
23740,65.178
23741,65.181
23742,65.184
23743,65.187
23744,65.19
23745,65.193
23746,65.196
23747,65.199
23748,65.202
23749,65.205
23750,65.208
23751,65.211
23752,65.214
23753,65.217
23754,65.22
23755,65.223
23756,65.226
23757,65.229
23758,65.232
23759,65.235
23760,65.238
23761,65.241
23762,65.244
23763,65.247
23764,65.25
23765,65.253
23766,65.256
23767,65.259
23768,65.262
23769,65.265
23770,65.268
23771,65.271
23772,65.274
23773,65.277
23774,65.28
23775,65.283
23776,65.286
23777,65.289
23778,65.292
23779,65.295
23780,65.298
23781,65.301
23782,65.304
23783,65.307
23784,65.31
23785,65.313
23786,65.316
23787,65.319
23788,65.322
23789,65.325
23790,65.328
23791,65.331
23792,65.334
23793,65.337
23794,65.34
23795,65.343
23796,65.346
23797,65.349
23798,65.352
23799,65.355
23800,65.358
23801,65.361
23802,65.364
23803,65.367
23804,65.37
23805,65.373
23806,65.376
23807,65.379
23808,65.382
23809,65.385
23810,65.388
23811,65.391
23812,65.394
23813,65.397
23814,65.4
23815,65.403
23816,65.406
23817,65.409
23818,65.412
23819,65.415
23820,65.418
23821,65.421
23822,65.424
23823,65.427
23824,65.43
23825,65.433
23826,65.436
23827,65.439
23828,65.442
23829,65.445
23830,65.448
23831,65.451
23832,65.454
23833,65.457
23834,65.46
23835,65.463
23836,65.466
23837,65.469
23838,65.472
23839,65.475
23840,65.478
23841,65.481
23842,65.484
23843,65.487
23844,65.49
23845,65.493
23846,65.496
23847,65.499
23848,65.502
23849,65.505
23850,65.508
23851,65.511
23852,65.514
23853,65.517
23854,65.52
23855,65.523
23856,65.526
23857,65.529
23858,65.532
23859,65.535
23860,65.538
23861,65.541
23862,65.544
23863,65.547
23864,65.55
23865,65.553
23866,65.556
23867,65.559
23868,65.562
23869,65.565
23870,65.568
23871,65.571
23872,65.574
23873,65.577
23874,65.58
23875,65.583
23876,65.586
23877,65.589
23878,65.592
23879,65.595
23880,65.598
23881,65.601
23882,65.604
23883,65.607
23884,65.61
23885,65.613
23886,65.616
23887,65.619
23888,65.622
23889,65.625
23890,65.628
23891,65.631
23892,65.634
23893,65.637
23894,65.64
23895,65.643
23896,65.646
23897,65.649
23898,65.652
23899,65.655
23900,65.658
23901,65.661
23902,65.664
23903,65.667
23904,65.67
23905,65.673
23906,65.676
23907,65.679
23908,65.682
23909,65.685
23910,65.688
23911,65.691
23912,65.694
23913,65.697
23914,65.7
23915,65.703
23916,65.706
23917,65.709
23918,65.712
23919,65.715
23920,65.718
23921,65.721
23922,65.724
23923,65.727
23924,65.73
23925,65.733
23926,65.736
23927,65.739
23928,65.742
23929,65.745
23930,65.748
23931,65.751
23932,65.754
23933,65.757
23934,65.76
23935,65.763
23936,65.766
23937,65.769
23938,65.772
23939,65.775
23940,65.778
23941,65.781
23942,65.784
23943,65.787
23944,65.79
23945,65.793
23946,65.796
23947,65.799
23948,65.802
23949,65.805
23950,65.808
23951,65.811
23952,65.814
23953,65.817
23954,65.82
23955,65.823
23956,65.826
23957,65.829
23958,65.832
23959,65.835
23960,65.838
23961,65.841
23962,65.844
23963,65.847
23964,65.85
23965,65.853
23966,65.856
23967,65.859
23968,65.862
23969,65.865
23970,65.868
23971,65.871
23972,65.874
23973,65.877
23974,65.88
23975,65.883
23976,65.886
23977,65.889
23978,65.892
23979,65.895
23980,65.898
23981,65.901
23982,65.904
23983,65.907
23984,65.91
23985,65.913
23986,65.916
23987,65.919
23988,65.922
23989,65.925
23990,65.928
23991,65.931
23992,65.934
23993,65.937
23994,65.94
23995,65.943
23996,65.946
23997,65.949
23998,65.952
23999,65.955
24000,65.958
24001,65.961
24002,65.964
24003,65.967
24004,65.97
24005,65.973
24006,65.976
24007,65.979
24008,65.982
24009,65.985
24010,65.988
24011,65.991
24012,65.994
24013,65.997
24014,66
24015,66.003
24016,66.006
24017,66.009
24018,66.012
24019,66.015
24020,66.018
24021,66.021
24022,66.024
24023,66.027
24024,66.03
24025,66.033
24026,66.036
24027,66.039
24028,66.042
24029,66.045
24030,66.048
24031,66.051
24032,66.054
24033,66.057
24034,66.06
24035,66.063
24036,66.066
24037,66.069
24038,66.072
24039,66.075
24040,66.078
24041,66.081
24042,66.084
24043,66.087
24044,66.09
24045,66.093
24046,66.096
24047,66.099
24048,66.102
24049,66.105
24050,66.108
24051,66.111
24052,66.114
24053,66.117
24054,66.12
24055,66.123
24056,66.126
24057,66.129
24058,66.132
24059,66.135
24060,66.138
24061,66.141
24062,66.144
24063,66.147
24064,66.15
24065,66.153
24066,66.156
24067,66.159
24068,66.162
24069,66.165
24070,66.168
24071,66.171
24072,66.174
24073,66.177
24074,66.18
24075,66.183
24076,66.186
24077,66.189
24078,66.192
24079,66.195
24080,66.198
24081,66.201
24082,66.204
24083,66.207
24084,66.21
24085,66.213
24086,66.216
24087,66.219
24088,66.222
24089,66.225
24090,66.228
24091,66.231
24092,66.234
24093,66.237
24094,66.24
24095,66.243
24096,66.246
24097,66.249
24098,66.252
24099,66.255
24100,66.258
24101,66.261
24102,66.264
24103,66.267
24104,66.27
24105,66.273
24106,66.276
24107,66.279
24108,66.282
24109,66.285
24110,66.288
24111,66.291
24112,66.294
24113,66.297
24114,66.3
24115,66.303
24116,66.306
24117,66.309
24118,66.312
24119,66.315
24120,66.318
24121,66.321
24122,66.324
24123,66.327
24124,66.33
24125,66.333
24126,66.336
24127,66.339
24128,66.342
24129,66.345
24130,66.348
24131,66.351
24132,66.354
24133,66.357
24134,66.36
24135,66.363
24136,66.366
24137,66.369
24138,66.372
24139,66.375
24140,66.378
24141,66.381
24142,66.384
24143,66.387
24144,66.39
24145,66.393
24146,66.396
24147,66.399
24148,66.402
24149,66.405
24150,66.408
24151,66.411
24152,66.414
24153,66.417
24154,66.42
24155,66.423
24156,66.426
24157,66.429
24158,66.432
24159,66.435
24160,66.438
24161,66.441
24162,66.444
24163,66.447
24164,66.45
24165,66.453
24166,66.456
24167,66.459
24168,66.462
24169,66.465
24170,66.468
24171,66.471
24172,66.474
24173,66.477
24174,66.48
24175,66.483
24176,66.486
24177,66.489
24178,66.492
24179,66.495
24180,66.498
24181,66.501
24182,66.504
24183,66.507
24184,66.51
24185,66.513
24186,66.516
24187,66.519
24188,66.522
24189,66.525
24190,66.528
24191,66.531
24192,66.534
24193,66.537
24194,66.54
24195,66.543
24196,66.546
24197,66.549
24198,66.552
24199,66.555
24200,66.558
24201,66.561
24202,66.564
24203,66.567
24204,66.57
24205,66.573
24206,66.576
24207,66.579
24208,66.582
24209,66.585
24210,66.588
24211,66.591
24212,66.594
24213,66.597
24214,66.6
24215,66.603
24216,66.606
